keys,es,en,personaje,emocion,image,escena
love2_txt2,Voy a a aprovechar para robar mas ropa interior de la puta de havany...,I'm going to take advantage of this opportunity to steal more underwear from that Havana whore...,RATZWEL,NORMAL,,LOVE2
love2_txt3,!!JAJAJAJA!!,!! HAHAHAHA!!,RATZWEL,NORMAL,,LOVE2
love2_txt4,!¿.....?!,!.....?!,RATZWEL,NORMAL,,LOVE2
love2_txt5,!¿Pero que es ese ruido?!,! What's that noise?!,RATZWEL,NORMAL,,LOVE2
love2_txt6,!¿Acaso no es?!,! Isn't it?!,RATZWEL,NORMAL,,LOVE2
,,,,,,
love3_txt1,!!A si te queria encontrar perra sucia!!,!! I was really trying to find you you dirty bitch!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt2,!!¿Queeee?!!,!! What?!!,,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt3,!!¿Que estas haciendo aqui?!!,!! What are you doing here?!!,,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt4,!!Eso no te importa maldita puta!!,!! That doesn't matter to you you fucking whore!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt5,¿Seguro que el imbecil de tu novio no te pudo satisfacer verdad?,Are you sure that idiot boyfriend of yours couldn't satisfy you right?,RATZWELVISUAL,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt6,...........,...........,,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt7,Eso... No... Te importa....,That... doesn't... matter to you....,,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt8,Por favor vete....,Please go....,,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt9,!!Callate perra!!,!! Shut up bitch!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt10,!!Ahora vas a ver maldita zorra!!,!! Now you'll see you damn bitch!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt11,!!Te voy a dar lo que tu cuerpo de puta necesita!!,!! I'm going to give you what your whore body needs!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt12,!!Aaah!!❤,!! Aaah!!❤,,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt13,No.. espera....,No... wait....,,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt14,!!Aaah!!❤ !!Aaah!!❤,!! Aaah!!❤ !! Aaah!!❤,,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt15,!!Por favor aqui no!!,!! Please not here!!,,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt16,!!Se puede despertar!!,Can he wake up!!,,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt17,!!Mmmmh!! ❤,!!Mmmmh!! ❤,,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt18,!!Y darse cuenta!!,!!And realize it!!,,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt19,!!Me importa una mierda puta!!,!!I don't give a shit bitch!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt20,!!Que se de cuenta que no puede satisfacer a su maldita zorra!!,!!Let him realize he can't satisfy his fucking bitch!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt21,!!JAJAJAJA!!,!!HAHAHAHA!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt22,!!Aaah!!❤,!!Aaah!!❤,,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt23,!!¿Es mejor tener mi verga dentro de ti que la de tu novio no?!!,!!Is it better to have my cock inside you than your boyfriend's?!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt24,!!Mmmmh!! ❤,!!Mmmmh!! ❤,,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt25,!!Si mucho mejor!! ❤,!!Yes much better!! ❤,,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt26,!!Aaah!!❤ !!Aaah!!❤,!!Aaah!!❤ !!Aaah!!❤,,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt27,!¿Mi amor estas bien?!,!My love are you okay?!,PLAYERVISUAL,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt28,Escuche ruidos extraños por aqui...,I heard strange noises around here...,PLAYERVISUAL,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt29,!!Si mi amor!!,!!Yes my love!!,,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt30,!!Aaah!!❤,!!Aaah!!❤,,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt31,!!Es que.....!!,!!It's just.....!!,,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt32,!!Aaah!!❤,!!Aaah!!❤,,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt33,!!Me duele el estomago....!!,!!My stomach hurts....!!,,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt34,Esta bien mi amor ❤,It's okay my love ❤,PLAYERVISUAL,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt35,Ven a acostarte cuando te sientas mejor. ❤,Come to bed when you feel better. ❤,PLAYERVISUAL,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt36,!!Aaah!!❤,!!Aaah!!❤,,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt37,Si mi amor ❤,Yes my love ❤,,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt38,Te amo ❤,I love you ❤,PLAYERVISUAL,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt39,!!Aaah!!❤ !!Aaah!!❤,!!Aaah!!❤ !!Aaah!!❤,,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt40,!!Te amo ❤!!,!!I love you ❤!!,,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt41,!!Aparte de puta mentirosa!! !!jajaja!!,!!Apart from being a lying bitch!! !!Hahaha!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt42,!!Ca... callate...!!,!!Shut up...!!,,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt43,Tan lindo que te trata tu novio..,Your boyfriend treats you so nicely..,RATZWELVISUAL,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt44,!!Y tu siendo una puta conmigo!! Jajajaj,!!And you being a bitch to me!! Hahaha,RATZWELVISUAL,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt45,Lo se....,I know....,,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt46,!¿Ahora si ya puede descansar la puta?!,!Now can the bitch rest?!,RATZWELVISUAL,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt47,Si.... ❤,Yes.... ❤,,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt48,Bien ahora si largate maldita puta...,Okay now get out you damn bitch...,RATZWELVISUAL,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt49,Si amo....❤,Yes I love you....❤,,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
love3_txt50,❤Gracias❤,❤Thank you❤,,NORMAL,res://art/cutscenes/love/SX23.png,LOVE3
,,,,,,
final1_txt1,Por fin estamos solos mi querida puta... ❤,We're finally alone my dear bitch... ❤,RATZWELVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S2.png,BODAFINAL
final1_txt2,❤ Si mi amor ❤,❤ Yes my love ❤,,NORMAL,res://art/cutscenes/FINAL BODA/S2.png,BODAFINAL
final1_txt3,¿Escuchaste lo que dijo el idiota de tu novio? Jajaja,Did you hear what your idiot boyfriend said? Hahaha,RATZWELVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S2.png,BODAFINAL
final1_txt4,!!Si yo no voy a dejar a mi amo por nada!! ❤,!! I'm not going to leave my master for anything!! ❤,,NORMAL,res://art/cutscenes/FINAL BODA/S2.png,BODAFINAL
final1_txt5,Asi me gusta perra ❤,That's how I like it bitch ❤,RATZWELVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S2.png,BODAFINAL
final1_txt6,❤ !!Quiero seguir siendo la puta de mi amo!! ❤,❤ !! I want to continue being my master's whore!! ❤,,NORMAL,res://art/cutscenes/FINAL BODA/S2.png,BODAFINAL
final1_txt7,!¿Pero que mierda?!,What the fuck?!,POLICEVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S2.png,BODAFINAL
final1_txt8,!¿Que esta haciendo havany con ese hombre?!,What's Havany doing with that man?!,POLICEVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S2.png,BODAFINAL
final1_txt9,!¿Le esta siendo infiel?!,Is she being unfaithful?!,POLICEVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S2.png,BODAFINAL
final1_txt10,!¿Como pudo Havany hacerle esto?!,How could Havany do this to him?!,POLICEVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S2.png,BODAFINAL
final1_txt11,!!TENGO QUE DETENERLOS!!,I HAVE TO STOP THEM!!,POLICEVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S2.png,BODAFINAL
final1_txt12,!!¿QUE  CARAJOS ESTAN HACIENDO USTEDES DOS?!!,WHAT THE HELL ARE YOU TWO DOING?!!,POLICEVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S3_2.png,BODAFINAL
final1_txt13,!!Amo nos han descubierto!!,Master they've discovered us!!,,NORMAL,res://art/cutscenes/FINAL BODA/S3_2.png,BODAFINAL
final1_txt14,No te preocupes yo me encargo de este gusano...,Don't worry I'll take care of this worm...,RATZWELVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S3_2.png,BODAFINAL
final1_txt15,!!HAVANY!! !¿Como le puedes hacer esto a mi amigo?!,!! HAVANY!! How can you do this to my friend?!,POLICEVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S3_2.png,BODAFINAL
final1_txt16,!!No es lo que crees!!,It's not what you think!!,,NORMAL,res://art/cutscenes/FINAL BODA/S3_2.png,BODAFINAL
final1_txt17,!Si!! me he estado cogiendo a la puta de tu amigo y ¿Que?!,Yes!! I've been fucking your bitch friend and what?!,RATZWELVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S3_2.png,BODAFINAL
final1_txt18,!!Tambien me cogi a la perra de tu compañera!!,I also fucked your bitch friend!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S3_2.png,BODAFINAL
final1_txt19,!!¿QUE ESTAS DICIENDO INFELIZ?!!,WHAT ARE YOU SAYING YOU SON OF A BITCH?!,POLICEVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S3_2.png,BODAFINAL
final1_txt20,!!TE VOY A MATAR YO MISMO!!,I'M GOING TO KILL YOU MYSELF!!,POLICEVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S3_2.png,BODAFINAL
final1_txt21,!!NO TAN RAPIDO HIJO DE PERRA!!,NOT SO FAST YOU SON OF A BITCH!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S3_2.png,BODAFINAL
final1_txt22,!!VENGAN TODOS AHORA MISMO!!!,COME ALL OF YOU RIGHT NOW!!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S3_2.png,BODAFINAL
final1_txt23,!!VEAMOS SI PUEDES CONTRA TODOS NOSOTROS PENDEJO!!,LET'S SEE IF YOU CAN TAKE ON ALL OF US YOU DUMMY!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S3_2.png,BODAFINAL
final1_txt24,!!JAJAJAJAAJAJJAJA!!,HAHAHAHAHAHAHA!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S3_2.png,BODAFINAL
final1_txt25,Hoy es el gran dia....,Today is the big day...,RATZWELVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S4.png,BODAFINAL
final1_txt26,Por fin esta puta sera completamente mia...,Finally this bitch will be completely mine...,RATZWELVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S4.png,BODAFINAL
final1_txt27,Estamos hoy reunidos...,We are gathered today...,CURAVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S5.png,BODAFINAL
final1_txt28,!!PARA CONMEMORAR EL ACTO DE ESTAS DOS PERSONAS!!,TO COMMEMORATE THE ACT OF THESE TWO PEOPLE!!,CURAVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S5.png,BODAFINAL
final1_txt29,!!DIOS SERA TESTIGO DEL AMOR DE ELLOS!!,GOD WILL BEAR WITNESS TO THEIR LOVE!!,CURAVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S5.png,BODAFINAL
final1_txt30,!!Y PARA QUE EL CICLO SAGRADO SE CUMPLA!!,AND FOR THE SACRED CYCLE TO BE FULFILLED!!,CURAVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S5.png,BODAFINAL
final1_txt31,!!TODOS ALABEN ESTA GRAN BODA SANTA!!,EVERYONE PRAISE THIS GREAT HOLY WEDDING!!,CURAVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S5.png,BODAFINAL
final1_txt32,!!QUE PASE LA PUTA DE LA NOVIA!!,LET THE WHORE BRIDE ENTER!!,CURAVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S5.png,BODAFINAL
final1_txt33,Por fin mi sueño se hara realidad...❤,Finally my dream will come true...❤,,NORMAL,res://art/cutscenes/FINAL BODA/S6.png,BODAFINAL
final1_txt34,Toda mi vida me prepare para este momento... ❤,I've been preparing for this moment my whole life...❤,,NORMAL,res://art/cutscenes/FINAL BODA/S6.png,BODAFINAL
final1_txt35,Desde pequeña anhelaba estar en el altar... ❤,Since I was little I've longed to be at the altar...❤,,NORMAL,res://art/cutscenes/FINAL BODA/S6.png,BODAFINAL
final1_txt36,Que toda mi familia me viera por fin casandome... ❤,For my whole family to finally see me getting married...❤,,NORMAL,res://art/cutscenes/FINAL BODA/S6.png,BODAFINAL
final1_txt37,Despues de tanto sufrir en este mundo apocaliptico..,After so much suffering in this apocalyptic world...,,NORMAL,res://art/cutscenes/FINAL BODA/S6.png,BODAFINAL
final1_txt38,¿Pero es la persona correcta?,But is he the right person?,,NORMAL,res://art/cutscenes/FINAL BODA/S6.png,BODAFINAL
final1_txt39,Despues de todo lo que vivi con mi novio... ,After everything I went through with my boyfriend...,,NORMAL,res://art/cutscenes/FINAL BODA/S6.png,BODAFINAL
final1_txt40,MUY BIEN HERMANOS Y HERMANAS.... ,ALRIGHT BROTHERS AND SISTERS...,CURAVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S7.png,BODAFINAL
final1_txt41,!!TODOS DE PIE PARA QUE DIGAN LAS PLEGARIAS!!,EVERYONE STAND UP SO THEY CAN SAY THE PRAYERS!!,CURAVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S7.png,BODAFINAL
final1_txt42,!!Y NUESTRO DIOS TODO PODEROSO NOS PUEDA ESCUCHAR!!,AND MAY OUR ALMIGHTY GOD HEAR US!!,CURAVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S7.png,BODAFINAL
final1_txt43,!!YA QUE GRACIAS A EL Y NUESTRO SEÑOR RATZWEL!!,BECAUSE THANKS TO HIM AND OUR LORD RATZWEL!!,CURAVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S7.png,BODAFINAL
final1_txt44,!!SEGUIMOS VIVOS EN ESTE MUNDO!!,WE ARE STILL ALIVE IN THIS WORLD!!,CURAVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S7.png,BODAFINAL
final1_txt45,!POR EL PODER DE DIOS!!,BY THE POWER OF GOD!!,CURAVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S7.png,BODAFINAL
final1_txt46,!!SEÑOR RATZWEL!!,LORD RATZWEL!!,CURAVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S7.png,BODAFINAL
final1_txt47,!!JURA AMAR...!!,SWEAR TO LOVE...!!,CURAVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S7.png,BODAFINAL
final1_txt48,!!PROCREAR...!!,!!BREED...!!,CURAVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S7.png,BODAFINAL
final1_txt49,!!ENSEÑAR...!!,!!TEACH...!!,CURAVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S7.png,BODAFINAL
final1_txt50,!!DOMESTICAR...!!,!!TAME...!!,CURAVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S7.png,BODAFINAL
final1_txt51,!!GOLPEAR!!,!!BEAT!!,CURAVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S7.png,BODAFINAL
final1_txt52,!!VIOLAR!!,!!RAPE!!,CURAVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S7.png,BODAFINAL
final1_txt53,!!Y HACER QUE TODOS Y CADA UNO DE NUESTROS SUBDITOS....!!,!!AND MAKE EACH AND EVERY ONE OF OUR SUBJECTS...!!,CURAVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S7.png,BODAFINAL
final1_txt54,!!CALMEN SUS DESEOS CARNALES CON LA PUTA DE SU ESPOSA!!,!!QUEnch their carnal desires with their whore of a wife!!,CURAVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S7.png,BODAFINAL
final1_txt55,!!!ACEPTO!!!,!!!I ACCEPT!!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S7.png,BODAFINAL
final1_txt56,!!GRAN PUTA!!,!!GREAT WHORE!!,CURAVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S7.png,BODAFINAL
final1_txt57,!!ACEPTA EL CARGO SAGRADO QUE CONLLEVA!!,!!ACCEPT THE SACRED OFFICE THAT COME WITH!!,CURAVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S7.png,BODAFINAL
final1_txt58,!!SATISFACER TODAS LAS NECESIDADES DE TODOS NOSOTROS!!,!!SATISFY ALL OF US NEEDS!!,CURAVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S7.png,BODAFINAL
final1_txt59,!!POR MAS OSCURAS Y SINIESTRAS QUE PAREZCAN!!,!!NO MATTER HOW DARK AND SINISTER THEY SEEM!!,CURAVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S7.png,BODAFINAL
final1_txt60,!!¿Y SER LA PUTA ESPOSA DE NUESTRO SEÑOR RATZWEL?!!,!!AND BE THE WHORE WIFE OF OUR LORD RATZWEL?!!,CURAVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S7.png,BODAFINAL
final1_txt61,Mmmh....,Mmmh....,,NORMAL,res://art/cutscenes/FINAL BODA/S7.png,BODAFINAL
final1_txt62,YO A.......................................................................................................,I..........................................................................................................,,NORMAL,res://art/cutscenes/FINAL BODA/S7.png,BODAFINAL
final1_txt63,!!!!!!¿QUE MIERDA ESTA PASANDO AQUI?!!!!!!!!!,!!!!!!WHAT THE FUCK IS GOING ON HERE?!!!!!!!!!,PLAYERVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S8.png,BODAFINAL
final1_txt64,!!COMO OSAS INTERRUMPIR UNA BODA SAGRADA!!,HOW DARE YOU INTERRUPT A SACRED WEDDING!!,CURAVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S8.png,BODAFINAL
final1_txt65,!!¿QUE HACE TODA ESTA GENTE AQUI?!!!!,WHAT ARE ALL THESE PEOPLE DOING HERE?!!!!,PLAYERVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S8.png,BODAFINAL
final1_txt66,!!¿QUE LE ESTAN HACIENDO A HAVANY!?!!,WHAT ARE THEY DOING TO HAVANY?!?!!,PLAYERVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S8.png,BODAFINAL
final1_txt67,Havany..................................................................,Havany..................................................................,PLAYERVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S8.png,BODAFINAL
final1_txt68,!!!¿HAVANY QUE HACES CON RATZWEL?!!!!!,!!!HAVANY WHAT ARE YOU DOING WITH RATZWEL?!!!!!,PLAYERVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S9.png,BODAFINAL
final1_txt69,No me digas que.............,Don't tell me that.............,PLAYERVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S9.png,BODAFINAL
final1_txt70,Todo este tiempo........,All this time........,PLAYERVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S9.png,BODAFINAL
final1_txt71,Despues de todo lo que hice por ti......,After everything I did for you......,PLAYERVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S9.png,BODAFINAL
final1_txt72,Despues de todo lo hemos vivido juntos......,After everything we've been through together......,PLAYERVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S9.png,BODAFINAL
final1_txt73,!!!ME FUISTE INFIEL CON ESTE DESGRACIADO!!!!,!!!YOU WERE UNFAITHFUL TO ME WITH THIS WRONG GUY!!!!,PLAYERVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S9.png,BODAFINAL
final1_txt74,!!! ¿HAVANY COMO PUDISTE? !!!,!!! HAVANY HOW COULD YOU? !!!,PLAYERVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S10.png,BODAFINAL
final1_txt75,!!¿COMO MIERDA PUDISTE HACERME ESTO A MI?!!!!,HOW THE FUCK COULD YOU DO THIS TO ME?!!!!,PLAYERVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S10.png,BODAFINAL
final1_txt76,!!¿COMO PUDISTE DESTROZARME A SI?!!!,HOW COULD YOU DESTROY ME LIKE THAT?!!!,PLAYERVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S10.png,BODAFINAL
final1_txt77,!!ERES LO QUE MAS AMABA EN TODA MI EXISTENCIA!!!,YOU'RE WHAT I LOVED MOST IN MY ENTIRE LIFE!!!,PLAYERVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S10.png,BODAFINAL
final1_txt78,!!TU ERAS TODA MI FUERZA DIA CON DIA!!,YOU WERE MY STRENGTH EVERY DAY!!,PLAYERVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S10.png,BODAFINAL
final1_txt79,DESPUES DE TENER QUE SOBREVIVIR EN ESTE MALDITO MUNDO,AFTER HAVING TO SURVIVE IN THIS DAMN WORLD,PLAYERVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S10.png,BODAFINAL
final1_txt80,!LO UNICO QUE ME ALIVIAVA ERA PENSAR EN TI!!,THE ONLY THING THAT GAVE ME RELIEF WAS THINKING OF YOU!!,PLAYERVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S10.png,BODAFINAL
final1_txt81,!!EN EL AMOR MUTUO QUE TENIAMOS!!,OF THE MUTUAL LOVE WE HAD!!,PLAYERVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S10.png,BODAFINAL
final1_txt82,!!EN FORMAR UNA FAMILIA JUNTOS!!,OF FORMING A FAMILY TOGETHER!!,PLAYERVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S10.png,BODAFINAL
final1_txt83,!!Y POR FIN VIVIR FELICES PARA SIEMPRE....!!,AND FINALLY LIVING HAPPILY EVER AFTER....!!,PLAYERVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S10.png,BODAFINAL
final1_txt84,!!MI AMOR!!,MY LOVE!!,,NORMAL,res://art/cutscenes/FINAL BODA/S11.png,BODAFINAL
final1_txt85,!!¿QUE HACES AQUI?!!,WHAT ARE YOU DOING HERE?!!,,NORMAL,res://art/cutscenes/FINAL BODA/S11.png,BODAFINAL
final1_txt86,!!NO DIGAS ESAS COSAS POR FAVOR MI VIDA!!!,PLEASE DON'T SAY THINGS LIKE THAT MY LIFE!!!,,NORMAL,res://art/cutscenes/FINAL BODA/S11.png,BODAFINAL
final1_txt87,!!JAMAS TE QUISE HACER DAÑO!!,I NEVER WANTED TO HURT YOU!!,,NORMAL,res://art/cutscenes/FINAL BODA/S11.png,BODAFINAL
final1_txt88,!!TODO ES UN MAL ENTENDIDO!!,IT'S ALL A MISUNDERSTANDING!!,,NORMAL,res://art/cutscenes/FINAL BODA/S11.png,BODAFINAL
final1_txt89,!!DEJAME EXPLICARTE!!,LET ME EXPLAIN IT TO YOU!!,,NORMAL,res://art/cutscenes/FINAL BODA/S11.png,BODAFINAL
final1_txt90,!!TODO ESTO LO HAGO PARA SALVARNOS!!,I'M DOING ALL OF THIS TO SAVE US!!,,NORMAL,res://art/cutscenes/FINAL BODA/S11.png,BODAFINAL
final1_txt91,!!YO TE SIGO AMANDO!!,I STILL LOVE YOU!!,,NORMAL,res://art/cutscenes/FINAL BODA/S11.png,BODAFINAL
final1_txt92,!!CALLATE MALDITA PUTA ASQUEROSA!!,SHUT UP YOU FILTHY WHORE!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S12.png,BODAFINAL
final1_txt93,!!!ERES UN DESGRACIADO!!!,YOU'RE A WRETCH!!!,PLAYERVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S12.png,BODAFINAL
final1_txt94,!!COMO TE ATREVEZ A GOLPEARLA!!!,HOW DARE YOU HIT HER!!!,PLAYERVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S12.png,BODAFINAL
final1_txt95,!!ME LAS VAS A PAGAR INFELIZ!!!,YOU'RE GOING TO PAY FOR THIS YOU WRECKLESS WIMPY GUY!!!,PLAYERVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S12.png,BODAFINAL
final1_txt96,!!TODO ES VERDAD!!!,IT'S ALL TRUE!!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S13.png,BODAFINAL
final1_txt97,!!ME ESTADO COGIENDO A TU MUJER UNA Y OTRA Y OTRA VEZ!!,I'VE BEEN FUCKING YOUR WIFE OVER AND OVER AND OVER AGAIN!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S13.png,BODAFINAL
final1_txt98,!!HASTA EL CANSANCIO!!,UNTIL I WAS EXHAUSTED!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S13.png,BODAFINAL
final1_txt99,!!SIEMPRE VENIA SUPLICANDO POR MAS DE MI VERGA!!,SHE ALWAYS CAME BACK BEGGING FOR MORE OF MY COCK!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S13.png,BODAFINAL
final1_txt100,!!MIENTRAS TU DORMIAS YO ME COJIA TAN FUERTE A TU MUJER!!,WHILE YOU SLEPT I WAS FUCKED YOUR WIFE SO HARD!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S13.png,BODAFINAL
final1_txt101,!!MIENTRAS TU COMBATIAS YO ME DEBORABA A TU MUJER!!,WHILE YOU FIGHTED I WAS DEVOURING YOUR WIFE!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S13.png,BODAFINAL
final1_txt102,!!MIENTRAS TU AGONIZABAS ELLA SE VENIA CON MI VERGA!!,WHILE YOU WERE DYING SHE WAS CUMMING WITH MY COCK!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S13.png,BODAFINAL
final1_txt103,!!Y NO SOLO FUI YO!!,AND IT WASN'T ONLY ME!!,RATZWELVISUAL,NORMAL,res://art/cutscenes/FINAL BODA/S13.png,BODAFINAL
